available_date,available_hour,parking_lot_id,available_cars
2023-02-12,1,500101022,59
2023-02-12,2,500101022,46
2023-02-12,3,500101022,54
2023-02-12,4,500101022,51
2023-02-12,5,500101022,58
2023-02-12,6,500101022,53
2023-02-12,7,500101022,39
2023-02-12,8,500101022,31
2023-02-12,9,500101022,41
2023-02-12,10,500101022,49
2023-02-12,11,500101022,43
2023-02-12,12,500101022,44
2023-02-12,13,500101022,46
2023-02-12,14,500101022,41
2023-02-12,15,500101022,46
2023-02-12,16,500101022,42
2023-02-12,17,500101022,30
2023-02-12,18,500101022,31
2023-02-12,19,500101022,38
2023-02-12,20,500101022,50
2023-02-12,21,500101022,47
2023-02-12,22,500101022,56
2023-02-12,23,500101022,47
2023-02-19,0,500101022,54
2023-02-19,1,500101022,57
2023-02-19,2,500101022,56
2023-02-19,3,500101022,63
2023-02-19,4,500101022,53
2023-02-19,5,500101022,55
2023-02-19,6,500101022,62
2023-02-19,7,500101022,33
2023-02-19,8,500101022,32
2023-02-19,9,500101022,41
2023-02-19,10,500101022,46
2023-02-19,11,500101022,46
2023-02-19,12,500101022,49
2023-02-19,13,500101022,38
2023-02-19,14,500101022,40
2023-02-19,15,500101022,46
2023-02-19,16,500101022,41
2023-02-19,17,500101022,29
2023-02-19,18,500101022,32
2023-02-19,19,500101022,45
2023-02-19,20,500101022,41
2023-02-19,21,500101022,47
2023-02-19,22,500101022,50
2023-02-19,23,500101022,51
2023-02-26,0,500101022,59
2023-02-26,1,500101022,56
2023-02-26,2,500101022,52
2023-02-26,3,500101022,60
2023-02-26,4,500101022,63
2023-02-26,5,500101022,57
2023-02-26,6,500101022,48
2023-02-26,7,500101022,45
2023-02-26,8,500101022,30
2023-02-26,9,500101022,37
2023-02-26,10,500101022,46
2023-02-26,11,500101022,44
2023-02-26,12,500101022,39
2023-02-26,13,500101022,34
2023-02-26,14,500101022,43
2023-02-26,15,500101022,50
2023-02-26,16,500101022,46
2023-02-26,17,500101022,28
2023-02-26,18,500101022,33
2023-02-26,19,500101022,31
2023-02-26,20,500101022,44
2023-02-26,21,500101022,48
2023-02-26,22,500101022,49
2023-02-26,23,500101022,55
2023-03-05,0,500101022,51
2023-03-05,1,500101022,64
2023-03-05,2,500101022,56
2023-03-05,3,500101022,64
2023-03-05,4,500101022,45
2023-03-05,5,500101022,56
2023-03-05,6,500101022,42
2023-03-05,7,500101022,32
2023-03-05,8,500101022,33
2023-03-05,9,500101022,53
2023-03-05,10,500101022,37
2023-03-05,11,500101022,43
2023-03-05,12,500101022,43
2023-03-05,13,500101022,44
2023-03-05,14,500101022,47
2023-03-05,15,500101022,52
2023-03-05,16,500101022,47
2023-03-05,17,500101022,33
2023-03-05,18,500101022,36
2023-03-05,19,500101022,48
2023-03-05,20,500101022,43
2023-03-05,21,500101022,50
2023-03-05,22,500101022,51
2023-03-05,23,500101022,50
2023-03-12,0,500101022,54
2023-03-12,1,500101022,68
2023-03-12,2,500101022,59
2023-03-12,3,500101022,72
2023-03-12,4,500101022,54
2023-03-12,5,500101022,58
2023-03-12,6,500101022,50
2023-03-12,7,500101022,41
2023-03-12,8,500101022,33
2023-03-12,9,500101022,49
2023-03-12,10,500101022,41
2023-03-12,11,500101022,50
2023-03-12,12,500101022,46
2023-03-12,13,500101022,30
2023-03-12,14,500101022,43
2023-03-12,15,500101022,46
2023-03-12,16,500101022,34
2023-03-12,17,500101022,41
2023-03-12,18,500101022,37
2023-03-12,19,500101022,40
2023-03-12,20,500101022,48
2023-03-12,21,500101022,44
2023-03-12,22,500101022,55
2023-03-12,23,500101022,44
2023-03-19,0,500101022,58
2023-03-19,1,500101022,51
2023-03-19,2,500101022,58
2023-03-19,3,500101022,53
2023-03-19,4,500101022,40
2023-03-19,5,500101022,62
2023-03-19,6,500101022,56
2023-03-19,7,500101022,40
2023-03-19,8,500101022,24
2023-03-19,9,500101022,28
2023-03-19,10,500101022,52
2023-03-19,11,500101022,42
2023-03-19,12,500101022,42
2023-03-19,13,500101022,43
2023-03-19,14,500101022,47
2023-03-19,15,500101022,41
2023-03-19,16,500101022,37
2023-03-19,17,500101022,27
2023-03-19,18,500101022,42
2023-03-19,19,500101022,40
2023-03-19,20,500101022,44
2023-03-19,21,500101022,46
2023-03-19,22,500101022,50
2023-03-19,23,500101022,55
2023-03-26,0,500101022,47
2023-03-26,1,500101022,54
2023-03-26,2,500101022,57
2023-03-26,3,500101022,51
2023-03-26,4,500101022,76
2023-03-26,5,500101022,44
2023-03-26,6,500101022,54
2023-03-26,7,500101022,38
2023-03-26,8,500101022,24
2023-03-26,9,500101022,40
2023-03-26,10,500101022,51
2023-03-26,11,500101022,43
2023-03-26,12,500101022,42
2023-03-26,13,500101022,45
2023-03-26,14,500101022,44
2023-03-26,15,500101022,50
2023-03-26,16,500101022,33
2023-03-26,17,500101022,30
2023-03-26,18,500101022,32
2023-03-26,19,500101022,32
2023-03-26,20,500101022,45
2023-03-26,21,500101022,51
2023-03-26,22,500101022,53
2023-03-26,23,500101022,53
2023-04-02,0,500101022,53
2023-04-02,1,500101022,55
2023-04-02,2,500101022,60
2023-04-02,3,500101022,59
2023-04-02,4,500101022,53
2023-04-02,5,500101022,60
2023-04-02,6,500101022,54
2023-04-02,7,500101022,40
2023-04-02,8,500101022,30
2023-04-02,9,500101022,43
2023-04-02,10,500101022,40
2023-04-02,11,500101022,47
2023-04-02,12,500101022,41
2023-04-02,13,500101022,50
2023-04-02,14,500101022,44
2023-04-02,15,500101022,41
2023-04-02,16,500101022,41
2023-04-02,17,500101022,25
2023-04-02,18,500101022,35
2023-04-02,19,500101022,39
2023-04-02,20,500101022,51
2023-04-02,21,500101022,47
2023-04-02,22,500101022,44
2023-04-02,23,500101022,57
2023-04-09,0,500101022,60
2023-04-09,1,500101022,60
2023-04-09,2,500101022,48
2023-04-09,3,500101022,59
2023-04-09,4,500101022,57
2023-04-09,5,500101022,54
2023-04-09,6,500101022,53
2023-04-09,7,500101022,53
2023-04-09,8,500101022,31
2023-04-09,9,500101022,44
2023-04-09,10,500101022,27
2023-04-09,11,500101022,42
2023-04-09,12,500101022,39
2023-04-09,13,500101022,43
2023-04-09,14,500101022,46
2023-04-09,15,500101022,43
2023-04-09,16,500101022,28
2023-04-09,17,500101022,31
2023-04-09,18,500101022,35
2023-04-09,19,500101022,36
2023-04-09,20,500101022,45
2023-04-09,21,500101022,47
2023-04-09,22,500101022,53
2023-04-09,23,500101022,54
2023-04-16,0,500101022,54
2023-04-16,1,500101022,57
2023-04-16,2,500101022,65
2023-04-16,3,500101022,70
2023-04-16,4,500101022,51
2023-04-16,5,500101022,54
2023-04-16,6,500101022,55
2023-04-16,7,500101022,40
2023-04-16,8,500101022,28
2023-04-16,9,500101022,42
2023-04-16,10,500101022,52
2023-04-16,11,500101022,43
2023-04-16,12,500101022,45
2023-04-16,13,500101022,40
2023-04-16,14,500101022,46
2023-04-16,15,500101022,46
2023-04-16,16,500101022,32
2023-04-16,17,500101022,33
2023-04-16,18,500101022,33
2023-04-16,19,500101022,39
2023-04-16,20,500101022,50
2023-04-16,21,500101022,41
2023-04-16,22,500101022,53
2023-04-16,23,500101022,58
2023-04-23,0,500101022,46
2023-04-23,1,500101022,54
2023-04-23,2,500101022,56
2023-04-23,3,500101022,56
2023-04-23,4,500101022,56
2023-04-23,5,500101022,56
2023-04-23,6,500101022,54
2023-04-23,7,500101022,44
2023-04-23,8,500101022,30
2023-04-23,9,500101022,45
2023-04-23,10,500101022,49
2023-04-23,11,500101022,46
2023-04-23,12,500101022,38
2023-04-23,13,500101022,40
2023-04-23,14,500101022,48
2023-04-23,15,500101022,35
2023-04-23,16,500101022,41
2023-04-23,17,500101022,31
2023-04-23,18,500101022,31
2023-04-23,19,500101022,28
2023-04-23,20,500101022,45
2023-04-23,21,500101022,46
2023-04-23,22,500101022,58
2023-04-23,23,500101022,63
2023-04-30,0,500101022,61
2023-04-30,1,500101022,64
2023-04-30,2,500101022,51
2023-04-30,3,500101022,58
2023-04-30,4,500101022,63
2023-04-30,5,500101022,63
2023-04-30,6,500101022,57
2023-04-30,7,500101022,44
2023-04-30,8,500101022,44
2023-04-30,9,500101022,32
2023-04-30,10,500101022,45
2023-04-30,11,500101022,42
2023-04-30,12,500101022,42
2023-04-30,13,500101022,40
2023-04-30,14,500101022,49
2023-04-30,15,500101022,46
2023-04-30,16,500101022,40
2023-04-30,17,500101022,29
2023-04-30,18,500101022,31
2023-04-30,19,500101022,31
2023-04-30,20,500101022,48
2023-04-30,21,500101022,48
2023-04-30,22,500101022,54
2023-04-30,23,500101022,58
2023-05-07,0,500101022,56
2023-05-07,1,500101022,56
2023-05-07,2,500101022,62
2023-05-07,3,500101022,52
2023-05-07,4,500101022,59
2023-05-07,5,500101022,56
2023-05-07,6,500101022,51
2023-05-07,7,500101022,42
2023-05-07,8,500101022,22
2023-05-07,9,500101022,42
2023-05-07,10,500101022,37
2023-05-07,11,500101022,41
2023-05-07,12,500101022,46
2023-05-07,13,500101022,38
2023-05-07,14,500101022,50
2023-05-07,15,500101022,48
2023-05-07,16,500101022,30
2023-05-07,17,500101022,33
2023-05-07,18,500101022,35
2023-05-07,19,500101022,45
2023-05-07,20,500101022,47
2023-05-07,21,500101022,45
2023-05-07,22,500101022,50
2023-05-07,23,500101022,54
2023-05-14,0,500101022,53
2023-05-14,1,500101022,46
2023-05-14,2,500101022,50
2023-05-14,3,500101022,58
2023-05-14,4,500101022,55
2023-05-14,5,500101022,78
2023-05-14,6,500101022,56
2023-05-14,7,500101022,56
2023-05-14,8,500101022,48
2023-05-14,9,500101022,43
2023-05-14,10,500101022,47
2023-05-14,11,500101022,35
2023-05-14,12,500101022,45
2023-05-14,13,500101022,51
2023-05-14,14,500101022,47
2023-05-14,15,500101022,47
2023-05-14,16,500101022,41
2023-05-14,17,500101022,30
2023-05-14,18,500101022,39
2023-05-14,19,500101022,39
2023-05-14,20,500101022,47
2023-05-14,21,500101022,50
2023-05-14,22,500101022,47
2023-05-14,23,500101022,54
2023-05-21,0,500101022,56
2023-05-21,1,500101022,52
2023-05-21,2,500101022,57
2023-05-21,3,500101022,61
2023-05-21,4,500101022,58
2023-05-21,5,500101022,69
2023-05-21,6,500101022,53
2023-05-21,7,500101022,44
2023-05-21,8,500101022,41
2023-05-21,9,500101022,28
2023-05-21,10,500101022,48
2023-05-21,11,500101022,41
2023-05-21,12,500101022,40
2023-05-21,13,500101022,40
2023-05-21,14,500101022,45
2023-05-21,15,500101022,48
2023-05-21,16,500101022,49
2023-05-21,17,500101022,30
2023-05-21,18,500101022,34
2023-05-21,19,500101022,35
2023-05-21,20,500101022,45
2023-05-21,21,500101022,41
2023-05-21,22,500101022,50
2023-05-21,23,500101022,52
2023-05-28,0,500101022,54
2023-05-28,1,500101022,62
2023-05-28,2,500101022,59
2023-05-28,3,500101022,59
2023-05-28,4,500101022,51
2023-05-28,5,500101022,56
2023-05-28,6,500101022,54
2023-05-28,7,500101022,36
2023-05-28,8,500101022,32
2023-05-28,9,500101022,44
2023-05-28,10,500101022,40
2023-05-28,11,500101022,39
2023-05-28,12,500101022,41
2023-05-28,13,500101022,40
2023-05-28,14,500101022,44
2023-05-28,15,500101022,48
2023-05-28,16,500101022,43
2023-05-28,17,500101022,31
2023-05-28,18,500101022,29
2023-05-28,19,500101022,35
2023-05-28,20,500101022,49
2023-05-28,21,500101022,43
2023-05-28,22,500101022,52
2023-05-28,23,500101022,59
2023-06-04,0,500101022,56
2023-06-04,1,500101022,56
2023-06-04,2,500101022,55
2023-06-04,3,500101022,62
2023-06-04,4,500101022,59
2023-06-04,5,500101022,57
2023-06-04,6,500101022,50
2023-06-04,7,500101022,43
2023-06-04,8,500101022,32
2023-06-04,9,500101022,46
2023-06-04,10,500101022,48
2023-06-04,11,500101022,50
2023-06-04,12,500101022,44
2023-06-04,13,500101022,41
2023-06-04,14,500101022,44
2023-06-04,15,500101022,39
2023-06-04,16,500101022,43
2023-06-04,17,500101022,41
2023-06-04,18,500101022,32
2023-06-04,19,500101022,39
2023-06-04,20,500101022,47
2023-06-04,21,500101022,42
2023-06-04,22,500101022,53
2023-06-04,23,500101022,47
2023-06-11,0,500101022,54
2023-06-11,1,500101022,54
2023-06-11,2,500101022,64
2023-06-11,3,500101022,58
2023-06-11,4,500101022,54
2023-06-11,5,500101022,54
2023-06-11,6,500101022,56
2023-06-11,7,500101022,29
2023-06-11,8,500101022,24
2023-06-11,9,500101022,42
2023-06-11,10,500101022,46
2023-06-11,11,500101022,44
2023-06-11,12,500101022,43
2023-06-11,13,500101022,49
2023-06-11,14,500101022,50
2023-06-11,15,500101022,48
2023-06-11,16,500101022,42
2023-06-11,17,500101022,23
2023-06-11,18,500101022,30
2023-06-11,19,500101022,39
2023-06-11,20,500101022,52
2023-06-11,21,500101022,45
2023-06-11,22,500101022,48
2023-06-11,23,500101022,49
2023-06-18,0,500101022,62
2023-06-18,1,500101022,55
2023-06-18,2,500101022,53
2023-06-18,3,500101022,64
2023-06-18,4,500101022,57
2023-06-18,5,500101022,58
2023-06-18,6,500101022,46
2023-06-18,7,500101022,30
2023-06-18,8,500101022,35
2023-06-18,9,500101022,45
2023-06-18,10,500101022,50
2023-06-18,11,500101022,49
2023-06-18,12,500101022,42
2023-06-18,13,500101022,49
2023-06-18,14,500101022,46
2023-06-18,15,500101022,44
2023-06-18,16,500101022,41
2023-06-18,17,500101022,25
2023-06-18,18,500101022,25
2023-06-18,19,500101022,41
2023-06-18,20,500101022,45
2023-06-18,21,500101022,49
2023-06-18,22,500101022,57
2023-06-18,23,500101022,51
2023-06-25,0,500101022,58
2023-06-25,1,500101022,63
2023-06-25,2,500101022,66
2023-06-25,3,500101022,56
2023-06-25,4,500101022,54
2023-06-25,5,500101022,56
2023-06-25,6,500101022,54
2023-06-25,7,500101022,38
2023-06-25,8,500101022,32
2023-06-25,9,500101022,51
2023-06-25,10,500101022,48
2023-06-25,11,500101022,30
2023-06-25,12,500101022,41
2023-06-25,13,500101022,49
2023-06-25,14,500101022,47
2023-06-25,15,500101022,50
2023-06-25,16,500101022,43
2023-06-25,17,500101022,22
2023-06-25,18,500101022,31
2023-06-25,19,500101022,31
2023-06-25,20,500101022,40
2023-06-25,21,500101022,40
2023-06-25,22,500101022,56
2023-06-25,23,500101022,54
2023-07-02,0,500101022,56
2023-07-02,1,500101022,58
2023-07-02,2,500101022,53
2023-07-02,3,500101022,58
2023-07-02,4,500101022,59
2023-07-02,5,500101022,48
2023-07-02,6,500101022,61
2023-07-02,7,500101022,37
2023-07-02,8,500101022,37
2023-07-02,9,500101022,43
2023-07-02,10,500101022,43
2023-07-02,11,500101022,53
2023-07-02,12,500101022,42
2023-07-02,13,500101022,46
2023-07-02,14,500101022,48
2023-07-02,15,500101022,50
2023-07-02,16,500101022,52
2023-07-02,17,500101022,24
2023-07-02,18,500101022,40
2023-07-02,19,500101022,34
2023-07-02,20,500101022,43
2023-07-02,21,500101022,38
2023-07-02,22,500101022,48
2023-07-02,23,500101022,54
2023-07-09,0,500101022,54
2023-07-09,1,500101022,56
2023-07-09,2,500101022,71
2023-07-09,3,500101022,57
2023-07-09,4,500101022,59
2023-07-09,5,500101022,56
2023-07-09,6,500101022,55
2023-07-09,7,500101022,40
2023-07-09,8,500101022,31
2023-07-09,9,500101022,49
2023-07-09,10,500101022,44
2023-07-09,11,500101022,46
2023-07-09,12,500101022,35
2023-07-09,13,500101022,47
2023-07-09,14,500101022,47
2023-07-09,15,500101022,44
2023-07-09,16,500101022,44
2023-07-09,17,500101022,27
2023-07-09,18,500101022,27
2023-07-09,19,500101022,36
2023-07-09,20,500101022,37
2023-07-09,21,500101022,44
2023-07-09,22,500101022,60
2023-07-09,23,500101022,55
2023-07-16,0,500101022,51
2023-07-16,1,500101022,55
2023-07-16,2,500101022,58
2023-07-16,3,500101022,58
2023-07-16,4,500101022,53
2023-07-16,5,500101022,56
2023-07-16,6,500101022,57
2023-07-16,7,500101022,38
2023-07-16,8,500101022,32
2023-07-16,9,500101022,44
2023-07-16,10,500101022,44
2023-07-16,11,500101022,49
2023-07-16,12,500101022,57
2023-07-16,13,500101022,43
2023-07-16,14,500101022,58
2023-07-16,15,500101022,46
2023-07-16,16,500101022,51
2023-07-16,17,500101022,27
2023-07-16,18,500101022,31
2023-07-16,19,500101022,44
2023-07-16,20,500101022,45
2023-07-16,21,500101022,44
2023-07-16,22,500101022,46
2023-07-16,23,500101022,52
2023-07-23,0,500101022,52
2023-07-23,1,500101022,58
2023-07-23,2,500101022,58
2023-07-23,3,500101022,68
2023-07-23,4,500101022,51
2023-07-23,5,500101022,54
2023-07-23,6,500101022,49
2023-07-23,7,500101022,38
2023-07-23,8,500101022,40
2023-07-23,9,500101022,38
2023-07-23,10,500101022,39
2023-07-23,11,500101022,46
2023-07-23,12,500101022,39
2023-07-23,13,500101022,45
2023-07-23,14,500101022,48
2023-07-23,15,500101022,48
2023-07-23,16,500101022,48
2023-07-23,17,500101022,31
2023-07-23,18,500101022,26
2023-07-23,19,500101022,36
2023-07-23,20,500101022,35
2023-07-23,21,500101022,47
2023-07-23,22,500101022,55
2023-07-23,23,500101022,50
2023-07-30,0,500101022,61
2023-07-30,1,500101022,60
2023-07-30,2,500101022,59
2023-07-30,3,500101022,51
2023-07-30,4,500101022,64
2023-07-30,5,500101022,51
2023-07-30,6,500101022,51
2023-07-30,7,500101022,37
2023-07-30,8,500101022,19
2023-07-30,9,500101022,51
2023-07-30,10,500101022,46
2023-07-30,11,500101022,40
2023-07-30,12,500101022,38
2023-07-30,13,500101022,44
2023-07-30,14,500101022,47
2023-07-30,15,500101022,39
2023-07-30,16,500101022,43
2023-07-30,17,500101022,30
2023-07-30,18,500101022,31
2023-07-30,19,500101022,35
2023-07-30,20,500101022,51
2023-07-30,21,500101022,48
2023-07-30,22,500101022,41
2023-07-30,23,500101022,44
2023-08-06,0,500101022,56
2023-08-06,1,500101022,61
2023-08-06,2,500101022,56
2023-08-06,3,500101022,62
2023-08-06,4,500101022,59
2023-08-06,5,500101022,57
2023-08-06,6,500101022,57
2023-08-06,7,500101022,40
2023-08-06,8,500101022,32
2023-08-06,9,500101022,48
2023-08-06,10,500101022,48
2023-08-06,11,500101022,45
2023-08-06,12,500101022,49
2023-08-06,13,500101022,50
2023-08-06,14,500101022,49
2023-08-06,15,500101022,51
2023-08-06,16,500101022,46
2023-08-06,17,500101022,31
2023-08-06,18,500101022,33
2023-08-06,19,500101022,38
2023-08-06,20,500101022,48
2023-08-06,21,500101022,53
2023-08-06,22,500101022,53
2023-08-06,23,500101022,38
2023-08-13,0,500101022,65
2023-08-13,1,500101022,57
2023-08-13,2,500101022,59
2023-08-13,3,500101022,60
2023-08-13,4,500101022,60
2023-08-13,5,500101022,56
2023-08-13,6,500101022,53
2023-08-13,7,500101022,36
2023-08-13,8,500101022,32
2023-08-13,9,500101022,37
2023-08-13,10,500101022,49
2023-08-13,11,500101022,46
2023-08-13,12,500101022,32
2023-08-13,13,500101022,43
2023-08-13,14,500101022,50
2023-08-13,15,500101022,48
2023-08-13,16,500101022,44
2023-08-13,17,500101022,29
2023-08-13,18,500101022,31
2023-08-13,19,500101022,40
2023-08-13,20,500101022,33
2023-08-13,21,500101022,53
2023-08-13,22,500101022,51
2023-08-13,23,500101022,53
2023-08-20,0,500101022,53
2023-08-20,1,500101022,63
2023-08-20,2,500101022,58
2023-08-20,3,500101022,60
2023-08-20,4,500101022,57
2023-08-20,5,500101022,51
2023-08-20,6,500101022,54
2023-08-20,7,500101022,42
2023-08-20,8,500101022,28
2023-08-20,9,500101022,56
2023-08-20,10,500101022,47
2023-08-20,11,500101022,36
2023-08-20,12,500101022,45
2023-08-20,13,500101022,47
2023-08-20,14,500101022,49
2023-08-20,15,500101022,47
2023-08-20,16,500101022,40
2023-08-20,17,500101022,29
2023-08-20,18,500101022,29
2023-08-20,19,500101022,37
2023-08-20,20,500101022,41
2023-08-20,21,500101022,46
2023-08-20,22,500101022,56
2023-08-20,23,500101022,51
2023-08-27,0,500101022,55
2023-08-27,1,500101022,53
2023-08-27,2,500101022,62
2023-08-27,3,500101022,58
2023-08-27,4,500101022,58
2023-08-27,5,500101022,46
2023-08-27,6,500101022,54
2023-08-27,7,500101022,41
2023-08-27,8,500101022,32
2023-08-27,9,500101022,50
2023-08-27,10,500101022,47
2023-08-27,11,500101022,48
2023-08-27,12,500101022,39
2023-08-27,13,500101022,46
2023-08-27,14,500101022,41
2023-08-27,15,500101022,44
2023-08-27,16,500101022,36
2023-08-27,17,500101022,27
2023-08-27,18,500101022,31
2023-08-27,19,500101022,40
2023-08-27,20,500101022,45
2023-08-27,21,500101022,49
2023-08-27,22,500101022,58
2023-08-27,23,500101022,45
2023-09-03,0,500101022,55
2023-09-03,1,500101022,55
2023-09-03,2,500101022,59
2023-09-03,3,500101022,45
2023-09-03,4,500101022,60
2023-09-03,5,500101022,57
2023-09-03,6,500101022,57
2023-09-03,7,500101022,36
2023-09-03,8,500101022,30
2023-09-03,9,500101022,52
2023-09-03,10,500101022,45
2023-09-03,11,500101022,44
2023-09-03,12,500101022,37
2023-09-03,13,500101022,46
2023-09-03,14,500101022,45
2023-09-03,15,500101022,42
2023-09-03,16,500101022,45
2023-09-03,17,500101022,35
2023-09-03,18,500101022,30
2023-09-03,19,500101022,40
2023-09-03,20,500101022,51
2023-09-03,21,500101022,53
2023-09-03,22,500101022,53
2023-09-03,23,500101022,52
2023-09-10,0,500101022,53
2023-09-10,1,500101022,60
2023-09-10,2,500101022,71
2023-09-10,3,500101022,81
2023-09-10,4,500101022,53
2023-09-10,5,500101022,62
2023-09-10,6,500101022,52
2023-09-10,7,500101022,42
2023-09-10,8,500101022,34
2023-09-10,9,500101022,48
2023-09-10,10,500101022,38
2023-09-10,11,500101022,45
2023-09-10,12,500101022,41
2023-09-10,13,500101022,42
2023-09-10,14,500101022,51
2023-09-10,15,500101022,45
2023-09-10,16,500101022,45
2023-09-10,17,500101022,30
2023-09-10,18,500101022,32
2023-09-10,19,500101022,46
2023-09-10,20,500101022,47
2023-09-10,21,500101022,38
2023-09-10,22,500101022,55
2023-09-10,23,500101022,54
2023-09-17,0,500101022,60
2023-09-17,1,500101022,66
2023-09-17,2,500101022,65
2023-09-17,3,500101022,61
2023-09-17,4,500101022,65
2023-09-17,5,500101022,56
2023-09-17,6,500101022,55
2023-09-17,7,500101022,35
2023-09-17,8,500101022,32
2023-09-17,9,500101022,47
2023-09-17,10,500101022,47
2023-09-17,11,500101022,51
2023-09-17,12,500101022,41
2023-09-17,13,500101022,51
2023-09-17,14,500101022,47
2023-09-17,15,500101022,47
2023-09-17,16,500101022,38
2023-09-17,17,500101022,31
2023-09-17,18,500101022,29
2023-09-17,19,500101022,37
2023-09-17,20,500101022,49
2023-09-17,21,500101022,45
2023-09-17,22,500101022,54
2023-09-17,23,500101022,60
2023-09-24,0,500101022,56
2023-09-24,1,500101022,59
2023-09-24,2,500101022,56
2023-09-24,3,500101022,56
2023-09-24,4,500101022,61
2023-09-24,5,500101022,58
2023-09-24,6,500101022,46
2023-09-24,7,500101022,34
2023-09-24,8,500101022,33
2023-09-24,9,500101022,45
2023-09-24,10,500101022,49
2023-09-24,11,500101022,52
2023-09-24,12,500101022,38
2023-09-24,13,500101022,42
2023-09-24,14,500101022,49
2023-09-24,15,500101022,45
2023-09-24,16,500101022,44
2023-09-24,17,500101022,28
