click_date,click_hour,parking_lot_id,num_click_times
2023-04-09,17,500101022,770
2023-04-09,18,500101022,759
2023-04-09,19,500101022,528
2023-04-09,20,500101022,347
2023-04-09,21,500101022,184
2023-04-09,22,500101022,196
2023-04-09,23,500101022,84
2023-04-16,0,500101022,89
2023-04-16,1,500101022,36
2023-04-16,2,500101022,32
2023-04-16,3,500101022,25
2023-04-16,4,500101022,11
2023-04-16,5,500101022,31
2023-04-16,6,500101022,167
2023-04-16,7,500101022,396
2023-04-16,8,500101022,703
2023-04-16,9,500101022,355
2023-04-16,10,500101022,228
2023-04-16,11,500101022,274
2023-04-16,12,500101022,384
2023-04-16,13,500101022,281
2023-04-16,14,500101022,320
2023-04-16,15,500101022,260
2023-04-16,16,500101022,334
2023-04-16,17,500101022,582
2023-04-16,18,500101022,693
2023-04-16,19,500101022,443
2023-04-16,20,500101022,230
2023-04-16,21,500101022,231
2023-04-16,22,500101022,133
2023-04-16,23,500101022,116
2023-04-23,0,500101022,93
2023-04-23,1,500101022,46
2023-04-23,2,500101022,26
2023-04-23,3,500101022,23
2023-04-23,4,500101022,17
2023-04-23,5,500101022,70
2023-04-23,6,500101022,116
2023-04-23,7,500101022,403
2023-04-23,8,500101022,458
2023-04-23,9,500101022,364
2023-04-23,10,500101022,211
2023-04-23,11,500101022,356
2023-04-23,12,500101022,338
2023-04-23,13,500101022,189
2023-04-23,14,500101022,228
2023-04-23,15,500101022,255
2023-04-23,16,500101022,365
2023-04-23,17,500101022,502
2023-04-23,18,500101022,585
2023-04-23,19,500101022,552
2023-04-23,20,500101022,261
2023-04-23,21,500101022,175
2023-04-23,22,500101022,125
2023-04-23,23,500101022,110
2023-04-30,0,500101022,95
2023-04-30,1,500101022,62
2023-04-30,2,500101022,48
2023-04-30,3,500101022,14
2023-04-30,4,500101022,10
2023-04-30,5,500101022,39
2023-04-30,6,500101022,160
2023-04-30,7,500101022,433
2023-04-30,8,500101022,609
2023-04-30,9,500101022,298
2023-04-30,10,500101022,231
2023-04-30,11,500101022,361
2023-04-30,12,500101022,425
2023-04-30,13,500101022,370
2023-04-30,14,500101022,253
2023-04-30,15,500101022,254
2023-04-30,16,500101022,460
2023-04-30,17,500101022,660
2023-04-30,18,500101022,617
2023-04-30,19,500101022,374
2023-04-30,20,500101022,338
2023-04-30,21,500101022,247
2023-04-30,22,500101022,127
2023-04-30,23,500101022,98
2023-05-07,0,500101022,124
2023-05-07,1,500101022,49
2023-05-07,2,500101022,24
2023-05-07,3,500101022,15
2023-05-07,4,500101022,20
2023-05-07,5,500101022,50
2023-05-07,6,500101022,198
2023-05-07,7,500101022,488
2023-05-07,8,500101022,646
2023-05-07,9,500101022,315
2023-05-07,10,500101022,256
2023-05-07,11,500101022,296
2023-05-07,12,500101022,473
2023-05-07,13,500101022,303
2023-05-07,14,500101022,334
2023-05-07,15,500101022,294
2023-05-07,16,500101022,409
2023-05-07,17,500101022,705
2023-05-07,18,500101022,685
2023-05-07,19,500101022,374
2023-05-07,20,500101022,265
2023-05-07,21,500101022,160
2023-05-07,22,500101022,182
2023-05-07,23,500101022,103
2023-05-14,0,500101022,95
2023-05-14,1,500101022,66
2023-05-14,2,500101022,31
2023-05-14,3,500101022,8
2023-05-14,4,500101022,15
2023-05-14,5,500101022,50
2023-05-14,6,500101022,151
2023-05-14,7,500101022,431
2023-05-14,8,500101022,658
2023-05-14,9,500101022,324
2023-05-14,10,500101022,284
2023-05-14,11,500101022,352
2023-05-14,12,500101022,355
2023-05-14,13,500101022,354
2023-05-14,14,500101022,288
2023-05-14,15,500101022,244
2023-05-14,16,500101022,305
2023-05-14,17,500101022,714
2023-05-14,18,500101022,554
2023-05-14,19,500101022,462
2023-05-14,20,500101022,313
2023-05-14,21,500101022,172
2023-05-14,22,500101022,149
2023-05-14,23,500101022,96
2023-05-21,0,500101022,77
2023-05-21,1,500101022,63
2023-05-21,2,500101022,35
2023-05-21,3,500101022,24
2023-05-21,4,500101022,15
2023-05-21,5,500101022,53
2023-05-21,6,500101022,136
2023-05-21,7,500101022,444
2023-05-21,8,500101022,533
2023-05-21,9,500101022,407
2023-05-21,10,500101022,305
2023-05-21,11,500101022,315
2023-05-21,12,500101022,372
2023-05-21,13,500101022,251
2023-05-21,14,500101022,313
2023-05-21,15,500101022,262
2023-05-21,16,500101022,269
2023-05-21,17,500101022,756
2023-05-21,18,500101022,630
2023-05-21,19,500101022,462
2023-05-21,20,500101022,273
2023-05-21,21,500101022,248
2023-05-21,22,500101022,136
2023-05-21,23,500101022,96
2023-05-28,0,500101022,89
2023-05-28,1,500101022,61
2023-05-28,2,500101022,31
2023-05-28,3,500101022,16
2023-05-28,4,500101022,21
2023-05-28,5,500101022,47
2023-05-28,6,500101022,158
2023-05-28,7,500101022,300
2023-05-28,8,500101022,780
2023-05-28,9,500101022,299
2023-05-28,10,500101022,300
2023-05-28,11,500101022,318
2023-05-28,12,500101022,357
2023-05-28,13,500101022,345
2023-05-28,14,500101022,293
2023-05-28,15,500101022,276
2023-05-28,16,500101022,511
2023-05-28,17,500101022,751
2023-05-28,18,500101022,610
2023-05-28,19,500101022,335
2023-05-28,20,500101022,245
2023-05-28,21,500101022,255
2023-05-28,22,500101022,184
2023-05-28,23,500101022,123
2023-06-04,0,500101022,76
2023-06-04,1,500101022,67
2023-06-04,2,500101022,34
2023-06-04,3,500101022,11
2023-06-04,4,500101022,14
2023-06-04,5,500101022,36
2023-06-04,6,500101022,122
2023-06-04,7,500101022,413
2023-06-04,8,500101022,534
2023-06-04,9,500101022,322
2023-06-04,10,500101022,225
2023-06-04,11,500101022,245
2023-06-04,12,500101022,434
2023-06-04,13,500101022,352
2023-06-04,14,500101022,336
2023-06-04,15,500101022,221
2023-06-04,16,500101022,467
2023-06-04,17,500101022,735
2023-06-04,18,500101022,594
2023-06-04,19,500101022,341
2023-06-04,20,500101022,353
2023-06-04,21,500101022,270
2023-06-04,22,500101022,189
2023-06-04,23,500101022,115
2023-06-11,0,500101022,83
2023-06-11,1,500101022,58
2023-06-11,2,500101022,51
2023-06-11,3,500101022,12
2023-06-11,4,500101022,13
2023-06-11,5,500101022,56
2023-06-11,6,500101022,176
2023-06-11,7,500101022,378
2023-06-11,8,500101022,477
2023-06-11,9,500101022,279
2023-06-11,10,500101022,282
2023-06-11,11,500101022,417
2023-06-11,12,500101022,378
2023-06-11,13,500101022,316
2023-06-11,14,500101022,228
2023-06-11,15,500101022,297
2023-06-11,16,500101022,299
2023-06-11,17,500101022,730
2023-06-11,18,500101022,593
2023-06-11,19,500101022,325
2023-06-11,20,500101022,311
2023-06-11,21,500101022,259
2023-06-11,22,500101022,171
2023-06-11,23,500101022,115
2023-06-18,0,500101022,88
2023-06-18,1,500101022,66
2023-06-18,2,500101022,23
2023-06-18,3,500101022,13
2023-06-18,4,500101022,18
2023-06-18,5,500101022,65
2023-06-18,6,500101022,149
2023-06-18,7,500101022,400
2023-06-18,8,500101022,583
2023-06-18,9,500101022,342
2023-06-18,10,500101022,279
2023-06-18,11,500101022,307
2023-06-18,12,500101022,409
2023-06-18,13,500101022,345
2023-06-18,14,500101022,311
2023-06-18,15,500101022,228
2023-06-18,16,500101022,289
2023-06-18,17,500101022,613
2023-06-18,18,500101022,670
2023-06-18,19,500101022,505
2023-06-18,20,500101022,362
2023-06-18,21,500101022,221
2023-06-18,22,500101022,139
2023-06-18,23,500101022,116
2023-06-25,0,500101022,86
2023-06-25,1,500101022,53
2023-06-25,2,500101022,34
2023-06-25,3,500101022,11
2023-06-25,4,500101022,25
2023-06-25,5,500101022,68
2023-06-25,6,500101022,112
2023-06-25,7,500101022,329
2023-06-25,8,500101022,641
2023-06-25,9,500101022,355
2023-06-25,10,500101022,310
2023-06-25,11,500101022,262
2023-06-25,12,500101022,444
2023-06-25,13,500101022,338
2023-06-25,14,500101022,287
2023-06-25,15,500101022,249
2023-06-25,16,500101022,369
2023-06-25,17,500101022,705
2023-06-25,18,500101022,531
2023-06-25,19,500101022,487
2023-06-25,20,500101022,337
2023-06-25,21,500101022,251
2023-06-25,22,500101022,122
2023-06-25,23,500101022,112
2023-07-02,0,500101022,73
2023-07-02,1,500101022,38
2023-07-02,2,500101022,38
2023-07-02,3,500101022,30
2023-07-02,4,500101022,13
2023-07-02,5,500101022,50
2023-07-02,6,500101022,164
2023-07-02,7,500101022,509
2023-07-02,8,500101022,737
2023-07-02,9,500101022,356
2023-07-02,10,500101022,324
2023-07-02,11,500101022,277
2023-07-02,12,500101022,293
2023-07-02,13,500101022,372
2023-07-02,14,500101022,227
2023-07-02,15,500101022,343
2023-07-02,16,500101022,371
2023-07-02,17,500101022,775
2023-07-02,18,500101022,768
2023-07-02,19,500101022,324
2023-07-02,20,500101022,267
2023-07-02,21,500101022,241
2023-07-02,22,500101022,184
2023-07-02,23,500101022,117
2023-07-09,0,500101022,105
2023-07-09,1,500101022,43
2023-07-09,2,500101022,46
2023-07-09,3,500101022,13
2023-07-09,4,500101022,11
2023-07-09,5,500101022,47
2023-07-09,6,500101022,144
2023-07-09,7,500101022,544
2023-07-09,8,500101022,755
2023-07-09,9,500101022,410
2023-07-09,10,500101022,227
2023-07-09,11,500101022,386
2023-07-09,12,500101022,372
2023-07-09,13,500101022,248
2023-07-09,14,500101022,345
2023-07-09,15,500101022,289
2023-07-09,16,500101022,431
2023-07-09,17,500101022,612
2023-07-09,18,500101022,503
2023-07-09,19,500101022,438
2023-07-09,20,500101022,340
2023-07-09,21,500101022,269
2023-07-09,22,500101022,186
2023-07-09,23,500101022,72
2023-07-16,0,500101022,99
2023-07-16,1,500101022,43
2023-07-16,2,500101022,39
2023-07-16,3,500101022,14
2023-07-16,4,500101022,25
2023-07-16,5,500101022,44
2023-07-16,6,500101022,122
2023-07-16,7,500101022,462
2023-07-16,8,500101022,503
2023-07-16,9,500101022,410
2023-07-16,10,500101022,335
2023-07-16,11,500101022,344
2023-07-16,12,500101022,489
2023-07-16,13,500101022,321
2023-07-16,14,500101022,216
2023-07-16,15,500101022,206
2023-07-16,16,500101022,365
2023-07-16,17,500101022,828
2023-07-16,18,500101022,688
2023-07-16,19,500101022,357
2023-07-16,20,500101022,255
2023-07-16,21,500101022,243
2023-07-16,22,500101022,154
2023-07-16,23,500101022,124
2023-07-23,0,500101022,120
2023-07-23,1,500101022,42
2023-07-23,2,500101022,44
2023-07-23,3,500101022,15
2023-07-23,4,500101022,21
2023-07-23,5,500101022,65
2023-07-23,6,500101022,108
2023-07-23,7,500101022,349
2023-07-23,8,500101022,679
2023-07-23,9,500101022,344
2023-07-23,10,500101022,294
2023-07-23,11,500101022,422
2023-07-23,12,500101022,340
2023-07-23,13,500101022,403
2023-07-23,14,500101022,215
2023-07-23,15,500101022,226
2023-07-23,16,500101022,281
2023-07-23,17,500101022,743
2023-07-23,18,500101022,694
2023-07-23,19,500101022,421
2023-07-23,20,500101022,227
2023-07-23,21,500101022,184
2023-07-23,22,500101022,176
2023-07-23,23,500101022,100
2023-07-30,0,500101022,83
2023-07-30,1,500101022,73
2023-07-30,2,500101022,28
2023-07-30,3,500101022,20
2023-07-30,4,500101022,18
2023-07-30,5,500101022,53
2023-07-30,6,500101022,150
2023-07-30,7,500101022,384
2023-07-30,8,500101022,731
2023-07-30,9,500101022,369
2023-07-30,10,500101022,251
2023-07-30,11,500101022,375
2023-07-30,12,500101022,380
2023-07-30,13,500101022,319
2023-07-30,14,500101022,305
2023-07-30,15,500101022,292
2023-07-30,16,500101022,355
2023-07-30,17,500101022,824
2023-07-30,18,500101022,716
2023-07-30,19,500101022,493
2023-07-30,20,500101022,226
2023-07-30,21,500101022,193
2023-07-30,22,500101022,165
2023-07-30,23,500101022,84
2023-08-06,0,500101022,66
2023-08-06,1,500101022,91
2023-08-06,2,500101022,34
2023-08-06,3,500101022,11
2023-08-06,4,500101022,24
2023-08-06,5,500101022,63
2023-08-06,6,500101022,139
2023-08-06,7,500101022,496
2023-08-06,8,500101022,730
2023-08-06,9,500101022,400
2023-08-06,10,500101022,226
2023-08-06,11,500101022,293
2023-08-06,12,500101022,376
2023-08-06,13,500101022,290
2023-08-06,14,500101022,225
2023-08-06,15,500101022,246
2023-08-06,16,500101022,376
2023-08-06,17,500101022,539
2023-08-06,18,500101022,772
2023-08-06,19,500101022,408
2023-08-06,20,500101022,360
2023-08-06,21,500101022,170
2023-08-06,22,500101022,186
2023-08-06,23,500101022,107
2023-08-13,0,500101022,92
2023-08-13,1,500101022,58
2023-08-13,2,500101022,52
2023-08-13,3,500101022,17
2023-08-13,4,500101022,10
2023-08-13,5,500101022,52
2023-08-13,6,500101022,120
2023-08-13,7,500101022,340
2023-08-13,8,500101022,526
2023-08-13,9,500101022,263
2023-08-13,10,500101022,304
2023-08-13,11,500101022,332
2023-08-13,12,500101022,506
2023-08-13,13,500101022,349
2023-08-13,14,500101022,325
2023-08-13,15,500101022,232
2023-08-13,16,500101022,461
2023-08-13,17,500101022,538
2023-08-13,18,500101022,791
2023-08-13,19,500101022,439
2023-08-13,20,500101022,208
2023-08-13,21,500101022,203
2023-08-13,22,500101022,165
2023-08-13,23,500101022,80
2023-08-20,0,500101022,98
2023-08-20,1,500101022,58
2023-08-20,2,500101022,41
2023-08-20,3,500101022,17
2023-08-20,4,500101022,10
2023-08-20,5,500101022,59
2023-08-20,6,500101022,123
2023-08-20,7,500101022,407
2023-08-20,8,500101022,588
2023-08-20,9,500101022,308
2023-08-20,10,500101022,278
2023-08-20,11,500101022,355
2023-08-20,12,500101022,339
2023-08-20,13,500101022,362
2023-08-20,14,500101022,247
2023-08-20,15,500101022,222
2023-08-20,16,500101022,399
2023-08-20,17,500101022,740
2023-08-20,18,500101022,503
2023-08-20,19,500101022,416
2023-08-20,20,500101022,367
2023-08-20,21,500101022,170
2023-08-20,22,500101022,160
2023-08-20,23,500101022,133
2023-08-27,0,500101022,117
2023-08-27,1,500101022,34
2023-08-27,2,500101022,34
2023-08-27,3,500101022,16
2023-08-27,4,500101022,27
2023-08-27,5,500101022,35
2023-08-27,6,500101022,124
2023-08-27,7,500101022,482
2023-08-27,8,500101022,637
2023-08-27,9,500101022,316
2023-08-27,10,500101022,277
2023-08-27,11,500101022,353
2023-08-27,12,500101022,343
2023-08-27,13,500101022,264
2023-08-27,14,500101022,214
2023-08-27,15,500101022,290
2023-08-27,16,500101022,549
2023-08-27,17,500101022,658
2023-08-27,18,500101022,587
2023-08-27,19,500101022,493
2023-08-27,20,500101022,262
2023-08-27,21,500101022,232
2023-08-27,22,500101022,174
2023-08-27,23,500101022,135
2023-09-03,0,500101022,68
2023-09-03,1,500101022,41
2023-09-03,2,500101022,60
2023-09-03,3,500101022,19
2023-09-03,4,500101022,16
2023-09-03,5,500101022,73
2023-09-03,6,500101022,148
2023-09-03,7,500101022,420
2023-09-03,8,500101022,804
2023-09-03,9,500101022,280
2023-09-03,10,500101022,214
2023-09-03,11,500101022,355
2023-09-03,12,500101022,410
2023-09-03,13,500101022,406
2023-09-03,14,500101022,246
2023-09-03,15,500101022,278
2023-09-03,16,500101022,372
2023-09-03,17,500101022,776
2023-09-03,18,500101022,594
2023-09-03,19,500101022,443
2023-09-03,20,500101022,398
2023-09-03,21,500101022,201
2023-09-03,22,500101022,194
2023-09-03,23,500101022,116
2023-09-10,0,500101022,89
2023-09-10,1,500101022,62
2023-09-10,2,500101022,41
2023-09-10,3,500101022,17
2023-09-10,4,500101022,23
2023-09-10,5,500101022,58
2023-09-10,6,500101022,144
2023-09-10,7,500101022,464
2023-09-10,8,500101022,747
2023-09-10,9,500101022,261
2023-09-10,10,500101022,287
2023-09-10,11,500101022,407
2023-09-10,12,500101022,529
2023-09-10,13,500101022,371
2023-09-10,14,500101022,213
2023-09-10,15,500101022,260
2023-09-10,16,500101022,375
2023-09-10,17,500101022,579
2023-09-10,18,500101022,689
2023-09-10,19,500101022,395
2023-09-10,20,500101022,330
2023-09-10,21,500101022,235
2023-09-10,22,500101022,128
2023-09-10,23,500101022,89
2023-09-17,0,500101022,77
2023-09-17,1,500101022,63
2023-09-17,2,500101022,32
2023-09-17,3,500101022,14
2023-09-17,4,500101022,22
2023-09-17,5,500101022,43
2023-09-17,6,500101022,180
2023-09-17,7,500101022,386
2023-09-17,8,500101022,477
2023-09-17,9,500101022,283
2023-09-17,10,500101022,288
2023-09-17,11,500101022,393
2023-09-17,12,500101022,475
2023-09-17,13,500101022,317
2023-09-17,14,500101022,291
2023-09-17,15,500101022,227
2023-09-17,16,500101022,292
2023-09-17,17,500101022,505
2023-09-17,18,500101022,591
2023-09-17,19,500101022,410
2023-09-17,20,500101022,385
2023-09-17,21,500101022,223
2023-09-17,22,500101022,183
2023-09-17,23,500101022,115
2023-09-24,0,500101022,88
2023-09-24,1,500101022,54
2023-09-24,2,500101022,36
2023-09-24,3,500101022,14
2023-09-24,4,500101022,21
2023-09-24,5,500101022,57
2023-09-24,6,500101022,110
2023-09-24,7,500101022,384
2023-09-24,8,500101022,503
2023-09-24,9,500101022,375
2023-09-24,10,500101022,195
2023-09-24,11,500101022,382
2023-09-24,12,500101022,340
2023-09-24,13,500101022,305
2023-09-24,14,500101022,256
2023-09-24,15,500101022,245
2023-09-24,16,500101022,326
2023-09-24,17,500101022,788
